condition,task,seed,success,collision,viability,payload_rmse,formation_rmse,energy,final_gap,architecture_score,role_accuracy,blanket_accuracy,exact_partition,agreements,causal_changes,synergy
collective_diagnostic,assemble,2011,0,0,0.7928729818541883,0.21807998867584497,0.16273849829052114,12.370049999999999,16.881779323275254,0.09931099780348077,0.6616847826086957,0.75,1.0,6,0,0.14798152688203503
collective_diagnostic,assemble,2012,0,0,0.66138390209975,0.4180305644187219,0.1327926725875434,16.868250000000003,17.985333720001563,0.08468813837642016,0.688858695652174,0.7554347826086957,1.0,6,0,0.03444334182532227
collective_diagnostic,assemble,2013,0,0,0.7125037983312801,0.2927419175000292,0.1753514585435839,18.180225,18.27998040405072,0.0846854729634276,0.5665760869565217,0.6440217391304348,0.0,6,0,0.03325448751067195
collective_diagnostic,assemble,2014,0,0,0.6574669842364013,0.471616436891673,0.16012712024543732,12.932325000000006,18.292640223865188,0.08095581210669073,0.6059782608695652,0.6820652173913043,0.0,6,0,0.03545111900316833
collective_diagnostic,assemble,2015,0,0,0.8465471738219771,0.1827914765930771,0.12833310307506066,8.246700000000002,6.970340634185172,0.33780094703199465,0.6480978260869565,0.7472826086956522,0.0,3,0,0.2309080906153127
collective_diagnostic,assemble,2016,0,0,0.8204105696852784,0.17958198772619144,0.15292569287918734,10.308375000000002,10.836778402786573,0.2043568337005373,0.7065217391304348,0.7853260869565217,0.0,4,0,0.18973581366056347
collective_diagnostic,assemble,2017,0,0,0.8735575173476614,0.1622826149308122,0.15745247442233734,6.372450000000003,8.265577371764067,0.29574396235245715,0.626358695652174,0.7961956521739131,1.0,4,0,0.1778012788322425
collective_diagnostic,assemble,2018,0,0,0.6151444596187898,0.4732441722242306,0.15749555772257398,17.992800000000003,17.899085059436587,0.08334456347300065,0.5135869565217391,0.5543478260869565,0.0,6,0,-0.08397567081332658
collective_diagnostic,assemble,2019,0,0,0.8425911063376085,0.18615260201265368,0.1349023457262675,9.7461,8.380048891398065,0.30770682787247866,0.49184782608695654,0.6521739130434783,1.0,6,0,0.0850470922404073
collective_diagnostic,repair,2000,0,0,0.8345978141990126,0.18529847593473917,0.1381920419728145,8.996400000000005,11.154975790732438,0.1975439979660969,0.7269021739130435,0.7690217391304348,0.0,4,0,0.25458332877461487
collective_diagnostic,repair,2001,0,0,0.8049844099557961,0.2152818720535504,0.09979342529521902,11.620349999999998,10.662662556730211,0.21274335332424119,0.6059782608695652,0.7309782608695652,0.0,4,0,0.1748209556432323
collective_diagnostic,repair,2002,0,0,0.8534141943572934,0.18219220973627723,0.13454691537653138,8.246700000000004,7.983083575241724,0.3106948000541467,0.6684782608695652,0.7445652173913043,1.0,6,0,0.18357593280187556
collective_diagnostic,repair,2003,0,0,0.8351180559242211,0.17700220147716775,0.14330375135383958,10.308374999999998,7.244962779105445,0.3453383074150526,0.6168478260869565,0.7309782608695652,1.0,5,0,0.10579036008059584
collective_diagnostic,repair,2004,0,0,0.8765941874107724,0.15685495111360176,0.11721107632314401,6.185025000000003,7.869129627853264,0.30185301078869387,0.421195652173913,0.5516304347826086,1.0,8,0,0.20637197513336458
collective_diagnostic,repair,2005,0,0,0.8164701680541018,0.2042360887732944,0.12714740768270263,10.308374999999998,6.483514925444725,0.35373750198282045,0.4891304347826087,0.6440217391304348,0.0,4,0,0.12419561560373293
collective_diagnostic,repair,2006,0,0,0.8712484958192609,0.15970309332933236,0.1372734927985714,8.059275000000005,7.515931017515034,0.35407562942897497,0.7010869565217391,0.75,0.0,6,0,0.062116913661012574
collective_diagnostic,repair,2007,0,0,0.7994573578488887,0.24352571782212717,0.12420730354707131,11.058074999999995,10.852185718136024,0.20975894872483467,0.6902173913043478,0.7744565217391305,0.0,6,0,0.07054985584226692
collective_diagnostic,repair,2008,0,0,0.8042817330585074,0.2191175271051758,0.10079217514181962,11.245500000000003,7.730047883135866,0.30203863138713594,0.65625,0.7472826086956522,1.0,5,0,0.12637605254825046
collective_diagnostic,repair,2009,0,0,0.8467551359433179,0.1654703611840378,0.12597731778579294,8.059275000000005,6.536438997162461,0.34392543656179403,0.75,0.7771739130434783,0.0,5,0,0.2561892219132995
collective_diagnostic,repair,2010,0,0,0.8185097861804801,0.1789419605582222,0.1650102793620633,9.558675000000001,10.03624283274421,0.21709007430614938,0.7364130434782609,0.8043478260869565,1.0,5,0,0.1919926408166046
