condition,task,seed,success,collision,viability,mean_gap,final_gap,architecture_score,boundary_precision,role_accuracy,blanket_accuracy,exact_partition,causal_changes,recovery_delay
constitutive,stabilize,1004,1,0,0.9500942804696978,0.07609655957119961,0.0,0.7820698952921483,0.7820698952921483,0.8003048780487805,0.8567073170731707,0.0,1,1.0
constitutive,stabilize,1005,1,0,0.9416451496462824,3.9001080911032697,0.0,0.8332891949840595,0.8332891949840595,0.8094512195121951,0.8628048780487805,1.0,1,44.0
constitutive,stabilize,1006,1,0,0.9494029345968691,1.2002643034013178,0.0,0.8021383149935525,0.8021383149935525,0.8155487804878049,0.8810975609756098,1.0,1,16.0
constitutive,stabilize,1007,0,0,0.9502273402756407,3.9443979039186803,7.187569513807372,0.3263847528258106,0.8015305585867272,0.6920731707317073,0.7652439024390244,1.0,0,nan
constitutive,stabilize,1008,1,0,0.9129804420087496,0.23732200363664663,0.0,0.7398041843363452,0.7398041843363452,0.8246951219512195,0.8658536585365854,0.0,1,2.0
constitutive,stabilize,1009,1,0,0.9416616146358991,3.0648033037955327,0.0,0.7613086597843719,0.7613086597843719,0.7210365853658537,0.8079268292682927,1.0,1,21.0
constitutive,stabilize,1010,1,0,0.9296701455237631,0.5870105914711874,0.0,0.8023927051605955,0.8023927051605955,0.8521341463414634,0.9359756097560976,1.0,1,5.0
constitutive,stabilize,1011,1,0,0.9554307932390461,3.978840978866956,0.0,0.8222582000405102,0.8222582000405102,0.8048780487804879,0.850609756097561,0.0,1,35.0
constitutive,stabilize,1012,1,0,0.9491040588334787,0.6738277774456534,0.0,0.7910369126682828,0.7910369126682828,0.8475609756097561,0.9237804878048781,1.0,1,6.0
constitutive,stabilize,1013,1,0,0.9178887365432387,0.7198676890661152,0.0,0.7406387768678537,0.7406387768678537,0.7820121951219512,0.8658536585365854,0.0,1,5.0
constitutive,stabilize,1014,1,0,0.9414002744085199,0.11837562653651534,0.0,0.7808780949480739,0.7808780949480739,0.7820121951219512,0.8445121951219512,1.0,1,1.0
constitutive,stabilize,1015,1,0,0.96656080075563,1.3092022104221144,0.0,0.829771811089161,0.829771811089161,0.8978658536585366,0.9146341463414634,1.0,1,10.0
constitutive,stabilize,1016,1,0,0.9478007831508469,0.4751767765436936,0.0,0.7989317530125958,0.7989317530125958,0.7865853658536586,0.8353658536585366,1.0,1,5.0
constitutive,stabilize,1017,1,0,0.9436094618130585,0.46202551842936174,0.0,0.7995995566074698,0.7995995566074698,0.7820121951219512,0.8048780487804879,0.0,1,4.0
constitutive,stabilize,1018,1,0,0.9587150317810927,1.3822982361940506,0.0,0.8402401413917691,0.8402401413917691,0.8064024390243902,0.8262195121951219,1.0,1,16.0
constitutive,stabilize,1019,1,0,0.9420018912987489,0.39736124442916965,0.0,0.8211884173689616,0.8211884173689616,0.8079268292682927,0.8445121951219512,1.0,1,3.0
constitutive,transform,1000,1,0,0.9425091705860381,0.0,0.0,0.8270277265728491,0.8270277265728491,0.7957317073170732,0.8323170731707317,0.0,1,0.0
constitutive,transform,1001,1,0,0.9673439436890102,0.0,0.0,0.9342138251329781,0.9342138251329781,0.7728658536585366,0.8597560975609756,1.0,1,0.0
constitutive,transform,1002,1,0,0.9455321199734471,0.0,0.0,0.8546881824488339,0.8546881824488339,0.8262195121951219,0.8871951219512195,1.0,1,0.0
constitutive,transform,1003,1,0,0.9423747556458989,0.0,0.0,0.7756577670014378,0.7756577670014378,0.739329268292683,0.7804878048780488,1.0,1,0.0
constitutive,transform,1004,1,0,0.9553095645965944,0.0,0.0,0.8115287183880967,0.8115287183880967,0.6082317073170732,0.7103658536585366,0.0,1,0.0
constitutive,transform,1005,1,0,0.9581453749647635,0.0,0.0,0.8572592299657754,0.8572592299657754,0.5777439024390244,0.6951219512195121,1.0,1,0.0
constitutive,transform,1006,1,0,0.9271951830322382,0.0,0.0,0.7642708104858633,0.7642708104858633,0.7225609756097561,0.7926829268292683,1.0,1,0.0
constitutive,transform,1007,1,0,0.9414721493303061,0.0,0.0,0.7966388781179462,0.7966388781179462,0.6829268292682927,0.7439024390243902,1.0,1,0.0
constitutive,transform,1008,1,0,0.9605209636931711,0.0,0.0,0.8837516996603404,0.8837516996603404,0.7942073170731707,0.8292682926829268,1.0,1,0.0
constitutive,transform,1009,1,0,0.9560969638527442,0.0,0.0,0.8657849143329862,0.8657849143329862,0.6570121951219512,0.725609756097561,0.0,1,0.0
constitutive,transform,1010,1,0,0.9592271717258485,0.0,0.0,0.8466682112411703,0.8466682112411703,0.7911585365853658,0.8628048780487805,1.0,1,0.0
constitutive,transform,1011,1,0,0.968205983182199,0.0,0.0,0.8901264225456483,0.8901264225456483,0.7073170731707317,0.7652439024390244,0.0,1,0.0
constitutive,transform,1012,1,0,0.9389839325561204,0.0,0.0,0.8207115457019132,0.8207115457019132,0.801829268292683,0.8536585365853658,1.0,1,0.0
constitutive,transform,1013,1,0,0.9593349881001961,0.0,0.0,0.8328606113269893,0.8328606113269893,0.6707317073170732,0.7225609756097561,1.0,1,0.0
constitutive,transform,1014,1,0,0.9144305347831443,0.0,0.0,0.7524638134796982,0.7524638134796982,0.725609756097561,0.7378048780487805,1.0,1,0.0
constitutive,transform,1015,1,0,0.954911411400423,0.0,0.0,0.815331469627198,0.815331469627198,0.6326219512195121,0.7469512195121951,1.0,1,0.0
constitutive,transform,1016,1,0,0.9561037981855988,0.0,0.0,0.8043736282619685,0.8043736282619685,0.6890243902439024,0.774390243902439,0.0,1,0.0
constitutive,transform,1017,1,0,0.9285244272399049,0.0,0.0,0.7798594341158241,0.7798594341158241,0.7454268292682927,0.774390243902439,0.0,1,0.0
constitutive,transform,1018,1,0,0.9267286798480914,0.0,0.0,0.8496336900033292,0.8496336900033292,0.7362804878048781,0.8048780487804879,1.0,1,0.0
constitutive,transform,1019,1,0,0.9455835383328837,0.0,0.0,0.844566202304811,0.844566202304811,0.6387195121951219,0.676829268292683,0.0,1,0.0
diagnostic_only,construct,1000,0,1,0.12258923047180133,28.001998216572016,28.001998216572016,0.0252945824349631,0.8378507792202057,0.6059782608695652,0.657608695652174,0.0,0,nan
diagnostic_only,construct,1001,0,1,0.15017807820202553,28.304660795614385,28.304660795614385,0.022005742255929578,0.7570172423461641,0.7357142857142858,0.8928571428571429,0.0,0,nan
diagnostic_only,construct,1002,0,1,0.17130645825592833,30.705133022339876,30.70513302233988,0.017315249557318314,0.8041044859021029,0.4637096774193548,0.5080645161290323,0.0,0,nan
diagnostic_only,construct,1003,0,1,0.17805222280879873,28.182403615974952,28.182403615974952,0.024164612379852103,0.818677076902855,0.5625,0.671875,0.0,0,nan
diagnostic_only,construct,1004,0,1,0.14434116047586024,30.412130937652748,30.412130937652748,0.01712621499311824,0.7667238499365361,0.6840277777777778,0.8194444444444444,0.0,0,nan
diagnostic_only,construct,1005,0,1,0.14288749793962918,28.832735708553408,28.832735708553415,0.024121308262970945,0.886417070209635,0.35648148148148145,0.4861111111111111,0.0,0,nan
diagnostic_only,construct,1006,0,1,0.17215933797869512,22.614279310884072,22.614279310884072,0.04899727055516021,0.8276161893321864,0.32107843137254904,0.47549019607843135,0.0,0,nan
diagnostic_only,construct,1007,0,1,0.14209483384920152,28.87163717272484,28.87163717272484,0.021694192841066898,0.8011107965703446,0.5296052631578947,0.6447368421052632,0.0,0,nan
diagnostic_only,construct,1008,0,1,0.13195983207357767,29.29447352611377,29.294473526113766,0.019831473411518596,0.7720732528848475,0.275,0.48125,0.0,0,nan
diagnostic_only,construct,1009,0,1,0.1565622303836738,29.002853273729208,29.002853273729208,0.021956916583336927,0.8242211298736655,0.3269230769230769,0.4230769230769231,0.0,0,nan
diagnostic_only,construct,1010,0,0,0.551792487658711,23.980962527595814,23.98096252759581,0.03920894458385582,0.7856608532331412,0.6844512195121951,0.774390243902439,1.0,0,nan
diagnostic_only,construct,1011,0,1,0.15126190003819387,26.617464226974377,26.617464226974388,0.028820385022491585,0.8029287485276874,0.5905172413793104,0.75,0.0,0,nan
diagnostic_only,construct,1012,0,1,0.1632884685354482,26.654425850064342,26.65442585006434,0.027384913358718118,0.7664699440963252,0.4669811320754717,0.6462264150943396,0.0,0,nan
diagnostic_only,construct,1013,0,1,0.13544546167548366,23.465911313449276,23.46591131344928,0.045107994538209246,0.8475064140856863,0.5805555555555556,0.6166666666666667,0.0,0,nan
diagnostic_only,construct,1014,0,1,0.16560575015356888,21.072470907433484,21.072470907433484,0.05582934678545562,0.777713747461121,0.3098958333333333,0.578125,0.0,0,nan
diagnostic_only,construct,1015,0,1,0.1725873232286219,24.368853226628794,24.3688532266288,0.03639979824062973,0.7656076904732816,0.3723404255319149,0.5425531914893617,0.0,0,nan
